timestamp;prompt;image_file;run;gencoordinates;goldcoordinates;overlap;areaoftrueboundingbox;totaltp;totalareaoftrueboundingbox;recall;union;overlap/union
240515102424;In the ima;1506907458250708_front.jpeg;1;(1632.0, 883.1999999999999), (1747.2, 985.6);(1795.0, 653.0), (1905.0, 800.0);0;16170.0;0;16170.0;0.0;27966.480000000018;0.0
240515102454;In the ima;1506907458250708_front.jpeg;2;(1440.0, 844.8000000000001), (1536.0, 1062.3999999999999);(1795.0, 653.0), (1905.0, 800.0);0;16170.0;0;32340.0;0.0;37059.59999999998;0.0
240515102639;In the ima;1506907459250608_front.jpeg;2;(1728.0, 1024.0), (1920.0, 1280.0);(1846.0, 675.0), (1914.0, 811.0);0;9248.0;0;9248.0;0.0;58400.0;0.0
240515102839;In the ima;1506907463250685_front.jpeg;0;(1574.3999999999999, 1036.8000000000002), (1632.0, 1139.2);(1827.0, 673.0), (1908.0, 811.0);0;11178.0;0;11178.0;0.0;17076.240000000005;0.0
240515102936;In the ima;1506907463250685_front.jpeg;2;(1804.8, 921.5999999999999), (1881.6, 1241.6);(1827.0, 673.0), (1908.0, 811.0);0;11178.0;0;22356.0;0.0;35753.999999999985;0.0
240515103006;In the ima;1506907466250691_front.jpeg;0;(1420.8, 972.8), (1574.3999999999999, 1177.6000000000001);(1755.0, 696.0), (1914.0, 820.0);0;19716.0;0;19716.0;0.0;51173.28000000001;0.0
240515103040;In the ima;1506907466250691_front.jpeg;1;(1766.4, 960.0), (1862.3999999999999, 1267.2);(1755.0, 696.0), (1914.0, 820.0);0;19716.0;0;39432.0;0.0;49207.19999999994;0.0
240515103110;In the ima;1506907466250691_front.jpeg;2;(1593.6, 972.8), (1689.6, 1177.6000000000001);(1755.0, 696.0), (1914.0, 820.0);0;19716.0;0;59148.0;0.0;39376.80000000002;0.0
240515103328;In the ima;1506959818627557_front.jpeg;1;(1516.8000000000002, 819.2), (1593.6, 960.0);(1358.0, 697.0), (1430.0, 830.0);0;9576.0;0;9576.0;0.0;20389.43999999996;0.0
240515103449;In the ima;1506959819627511_front.jpeg;1;(1440.0, 780.8), (1593.6, 960.0);(1470.0, 693.0), (1566.0, 854.0);7027.200000000004;15456.0;7027.200000000004;15456.0;0.45465838509316797;35953.91999999999;0.19544474024695385
240515103513;In the ima;1506959819627511_front.jpeg;2;(1497.6000000000001, 665.6), (1593.6, 896.0);(1470.0, 693.0), (1566.0, 854.0);11012.399999999978;15456.0;18039.599999999984;30912.0;0.7124999999999986;26561.99999999997;0.4145766667921541
240515103540;In the ima;1506959820627388_front.jpeg;0;(1478.4, 857.6), (1593.6, 1036.8000000000002);(1569.0, 701.0), (1653.0, 884.0);649.439999999997;15372.0;649.439999999997;15372.0;0.042248243559718776;35366.39999999999;0.018362672970023163
240515103631;In the ima;1506959820627388_front.jpeg;2;(1440.0, 998.4000000000001), (1593.6, 1267.2);(1569.0, 701.0), (1653.0, 884.0);0;15372.0;649.439999999997;30744.0;0.0;56659.67999999997;0.0
240515103821;In the ima;1506961334986515_front.jpeg;0;(96.0, 704.0), (249.60000000000002, 1024.0);(60.0, 741.0), (321.0, 962.0);33945.600000000006;57681.0;33945.600000000006;57681.0;0.5885057471264369;72887.4;0.4657201969037598
240515103854;In the ima;1506961334986515_front.jpeg;1;(96.0, 652.8), (249.60000000000002, 921.5999999999999);(60.0, 741.0), (321.0, 962.0);27740.15999999999;57681.0;61685.759999999995;115362.0;0.4809237010454047;71228.52;0.3894475211962679
240515104045;In the ima;1506961335982268_front.jpeg;2;(921.5999999999999, 793.6), (1113.6, 1113.6);(789.0, 769.0), (1064.0, 1002.0);29676.160000000014;64075.0;29676.160000000014;64075.0;0.46314724931720663;95838.83999999995;0.30964325483014193
240515104117;In the ima;1507130304508918_front.jpeg;0;(921.5999999999999, 614.4), (998.4000000000001, 716.8000000000001);(984.0, 637.0), (1040.0, 737.0);1149.1200000000083;5600.0;1149.1200000000083;5600.0;0.2052000000000015;12315.200000000017;0.09330150533443811
240515104423;In the ima;1507130306508853_front.jpeg;0;(1248.0, 601.5999999999999), (1305.6000000000001, 793.6);(1074.0, 653.0), (1128.0, 761.0);0;5832.0;0;5832.0;0.0;16891.200000000033;0.0
240515104453;In the ima;1507130306508853_front.jpeg;1;(1056.0, 473.6), (1152.0, 665.6);(1074.0, 653.0), (1128.0, 761.0);680.4000000000012;5832.0;680.4000000000012;11664.0;0.11666666666666688;23583.6;0.028849333887367233
240515104730;In the ima;1507130308509236_front.jpeg;0;(1440.0, 640.0), (1574.3999999999999, 806.4);(1187.0, 677.0), (1241.0, 806.0);0;6966.0;0;6966.0;0.0;29330.159999999974;0.0
240515104801;In the ima;1507130308509236_front.jpeg;1;(1305.6000000000001, 704.0), (1420.8, 908.8);(1187.0, 677.0), (1241.0, 806.0);0;6966.0;0;13932.0;0.0;30558.95999999996;0.0
240515105038;In the ima;1507130310509541_front.jpeg;0;(1632.0, 857.6), (1728.0, 1113.6);(1434.0, 685.0), (1534.0, 846.0);0;16100.0;0;16100.0;0.0;40675.999999999985;0.0
240515105218;In the ima;1507130311509733_front.jpeg;0;(1632.0, 704.0), (1824.0, 1024.0);(1651.0, 681.0), (1741.0, 882.0);16020.0;18090.0;16020.0;18090.0;0.8855721393034826;63510.0;0.25223976948875
