timestamp;image_file;prompt;response;goldtruth
240130115521;pedestrian_only_wide/I1_2009_09_08_drive_0012_001051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115525;pedestrian_only_wide/I1_2009_12_14_drive_0013_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115527;pedestrian_only_wide/I1_2009_12_14_drive_0021_000701.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115536;pedestrian_only_wide/I1_2009_12_14_drive_0082_000101.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115540;pedestrian_only_wide/I1_2009_12_14_drive_0082_000291.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115545;pedestrian_only_wide/I1_2009_12_14_drive_0086_000201.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115548;pedestrian_only_wide/I1_2010_03_04_drive_0014_000156.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115550;pedestrian_only_wide/I1_2010_03_05_drive_0014_000221.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115552;pedestrian_only_wide/I1_2010_03_05_drive_0015_000131.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115555;pedestrian_only_wide/I1_2010_03_05_drive_0015_000141.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115558;pedestrian_only_wide/I1_2010_03_05_drive_0015_000151.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115603;pedestrian_only_wide/I1_2010_03_05_drive_0015_000161.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115605;pedestrian_only_wide/I1_2010_03_05_drive_0018_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115609;pedestrian_only_wide/I1_2010_03_05_drive_0018_000061.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115616;pedestrian_only_wide/I1_2010_03_05_drive_0018_000571.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115619;pedestrian_only_wide/I1_2010_03_05_drive_0018_000586.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115622;pedestrian_only_wide/I1_2010_03_05_drive_0018_000651.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115625;pedestrian_only_wide/I1_2010_03_05_drive_0018_000666.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115629;pedestrian_only_wide/I1_2010_03_05_drive_0018_000721.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115638;pedestrian_only_wide/I1_2010_03_05_drive_0018_000736.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115639;pedestrian_only_wide/I1_2010_03_05_drive_0019_000051.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
240130115642;pedestrian_only_wide/I1_2010_03_05_drive_0019_000056.png;Is there a human pedestrian in this image? Answer only either "yes" or "no". It is very important for you to say "no" if there is no pedestrian closeby.;yes;yes
